label,rep,start_temp_c,end_temp_c,prefill_tps,decode_tps
mavis-trash: moved to trash: '/tmp/tmp.qBuEHHYEeb'
A,1,62,62,608.76,82.24
mavis-trash: moved to trash: '/tmp/tmp.dw2fG9cuDb'
B,1,61,63,618.36,82.44
mavis-trash: moved to trash: '/tmp/tmp.MhGKqcVmQv'
B,2,62,62,607.65,82.72
mavis-trash: moved to trash: '/tmp/tmp.0MuIh5yOn6'
A,2,61,63,618.81,82.00
mavis-trash: moved to trash: '/tmp/tmp.Nu6izOsjEN'
A,3,61,61,615.44,82.44
mavis-trash: moved to trash: '/tmp/tmp.8CQIOAffBJ'
B,3,60,62,615.01,82.32
mavis-trash: moved to trash: '/tmp/tmp.W4Uv1scdYe'
B,4,61,62,607.82,81.93
mavis-trash: moved to trash: '/tmp/tmp.hY7lEYyUCl'
A,4,61,61,608.74,82.11
mavis-trash: moved to trash: '/tmp/tmp.r9GThgODCD'
A,5,61,62,628.23,82.15
mavis-trash: moved to trash: '/tmp/tmp.ict3nj8JkM'
B,5,61,60,624.77,82.03
mavis-trash: moved to trash: '/tmp/tmp.bN1OZn9nsL'
B,6,60,62,596.33,81.85
mavis-trash: moved to trash: '/tmp/tmp.mQohqVkHK6'
A,6,60,61,634.23,81.84
mavis-trash: moved to trash: '/tmp/tmp.aZERBunqML'
A,7,60,62,617.06,82.40
mavis-trash: moved to trash: '/tmp/tmp.s7lLZAp0lS'
B,7,61,62,630.15,82.38
mavis-trash: moved to trash: '/tmp/tmp.ac4aAnUTN6'
