label,rep,start_temp_c,end_temp_c,prefill_tps,decode_tps
A,1,52,66,242.87,48.73
B,1,65,67,240.21,47.79
B,2,68,68,241.27,47.32
A,2,68,68,241.76,47.09
A,3,68,69,242.93,47.04
B,3,69,69,239.06,46.90
B,4,69,69,237.03,46.62
A,4,69,69,242.43,46.62
A,5,69,69,242.59,46.42
B,5,69,70,241.64,46.60
B,6,69,69,238.27,46.53
A,6,69,69,232.83,46.44
A,7,68,69,237.78,46.21
B,7,69,70,240.00,46.45
