build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,load_mode,lazy_mode,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"972d231","190","AMD BC-250","AMD BC-250 (RADV GFX1013)","Vulkan","/home/server/q36/gguf/Qwen3.8-35B-A3B-IQ2_M.gguf","qwen35moe 35B.A3B IQ2_M - 2.7 bpw","12547254784","35505251456","2048","512","8","0x0","0","50","f16","f16","99","0","layer","0","0","-1","auto","0.00","none","auto","auto","0","0","0","0","0","1024","0","0","2026-09-17T20:59:43Z","1933050454","41451452","529.896826","11.482385"
"972d231","190","AMD BC-250","AMD BC-250 (RADV GFX1013)","Vulkan","/home/server/q36/gguf/Qwen3.8-35B-A3B-IQ2_M.gguf","qwen35moe 35B.A3B IQ2_M - 2.7 bpw","12547254784","35505251456","2048","512","8","0x0","0","50","f16","f16","99","0","layer","0","0","-1","auto","0.00","none","auto","auto","0","0","0","0","0","0","16","0","2026-09-17T20:59:51Z","174871511","4021369","91.528128","2.112188"
