label,rep,start_temp_c,end_temp_c,prefill_tps,decode_tps
A,1,49,63,171.85,23.28
B,1,63,65,171.56,20.93
B,2,65,66,170.91,21.18
A,2,66,66,172.60,18.68
A,3,66,64,170.81,18.58
B,3,66,66,170.13,18.59
B,4,65,66,169.97,18.57
A,4,66,64,170.61,18.57
A,5,65,66,171.64,18.58
B,5,66,66,170.75,18.48
B,6,65,65,170.91,18.58
A,6,66,66,170.20,18.49
A,7,66,66,171.47,18.48
B,7,66,66,170.27,18.46
