label,rep,start_temp_c,end_temp_c,prefill_tps,decode_tps
A,1,59,77,100.34,13.66
B,1,76,67,107.37,15.72
B,2,66,67,109.16,16.84
A,2,67,69,97.98,19.64
A,3,69,74,98.16,14.06
B,3,74,66,102.94,18.92
B,4,68,67,107.28,13.55
A,4,68,69,95.33,18.59
A,5,69,69,97.43,12.61
B,5,70,68,104.71,14.56
