label,rep,start_temp_c,end_temp_c,prefill_tps,decode_tps
mavis-trash: moved to trash: '/tmp/tmp.C6mPHktfqE'
A,1,53,67,498.15,75.23
mavis-trash: moved to trash: '/tmp/tmp.6ldjmxEeK0'
B,1,67,69,570.35,78.46
mavis-trash: moved to trash: '/tmp/tmp.MRjmWeWU6n'
B,2,68,69,543.81,78.52
mavis-trash: moved to trash: '/tmp/tmp.sdrZJ7VyYD'
A,2,68,69,463.46,75.26
mavis-trash: moved to trash: '/tmp/tmp.3uOIEDJ1me'
A,3,68,69,476.93,75.44
mavis-trash: moved to trash: '/tmp/tmp.L2Id0Q39i8'
B,3,69,70,571.43,78.40
mavis-trash: moved to trash: '/tmp/tmp.voI5I3MvAD'
B,4,69,70,550.30,78.30
mavis-trash: moved to trash: '/tmp/tmp.2kg8AVc3GL'
A,4,68,69,505.17,75.44
mavis-trash: moved to trash: '/tmp/tmp.JOeZ9pB2xM'
A,5,69,68,512.15,74.93
mavis-trash: moved to trash: '/tmp/tmp.CfYZG5VOrH'
B,5,67,70,550.09,78.71
mavis-trash: moved to trash: '/tmp/tmp.FH7kiFDV2j'
B,6,68,69,581.78,78.23
mavis-trash: moved to trash: '/tmp/tmp.ZELNWFLsST'
A,6,69,69,497.00,75.43
mavis-trash: moved to trash: '/tmp/tmp.T330BxPnqJ'
A,7,68,69,462.12,74.94
mavis-trash: moved to trash: '/tmp/tmp.po9qtmr93e'
B,7,69,70,556.21,78.39
mavis-trash: moved to trash: '/tmp/tmp.ElJiUirtb5'
