label,rep,start_temp_c,end_temp_c,prefill_tps,decode_tps
A,1,44,61,176.04,23.36
B,1,61,63,173.19,22.30
B,2,62,64,170.87,22.54
A,2,63,65,170.74,22.47
A,3,65,67,171.21,19.49
B,3,65,65,170.75,18.58
B,4,65,66,171.19,18.68
A,4,65,66,171.00,18.58
A,5,66,66,170.19,18.57
B,5,66,66,170.25,18.57
B,6,66,66,169.93,18.58
A,6,66,66,170.92,18.49
A,7,66,69,169.87,18.59
B,7,68,66,171.03,18.47
