label,rep,start_temp_c,end_temp_c,prefill_tps,decode_tps
A,1,48,65,248.62,50.06
B,1,65,66,503.56,76.67
B,2,66,67,521.19,75.69
A,2,66,67,241.99,48.17
A,3,66,67,240.01,48.04
B,3,66,69,499.13,75.85
B,4,69,68,517.00,75.51
A,4,68,66,244.92,47.34
A,5,68,68,237.65,47.08
B,5,68,69,482.32,75.56
B,6,68,69,521.53,75.46
A,6,68,68,244.35,46.93
A,7,68,68,244.35,47.32
B,7,68,70,507.87,75.21
