label,rep,start_temp_c,end_temp_c,prefill_tps,decode_tps
A,1,54,69,574.42,80.05
B,1,68,69,558.69,79.88
B,2,68,69,557.89,79.52
A,2,69,69,561.56,79.05
A,3,68,69,540.15,79.00
B,3,69,69,557.68,79.94
B,4,68,70,527.41,79.96
A,4,70,70,533.28,79.09
A,5,69,70,569.18,79.25
B,5,69,70,536.17,79.84
B,6,69,71,536.46,79.52
A,6,70,69,548.94,78.84
A,7,70,69,560.39,79.22
B,7,70,70,548.15,79.79
