label,rep,start_temp_c,end_temp_c,prefill_tps,decode_tps
A,1,49,62,710.89,88.52
B,1,63,64,694.31,88.82
B,2,64,65,702.62,88.00
A,2,64,65,712.75,88.23
A,3,63,64,701.78,87.81
B,3,64,65,717.56,88.30
B,4,64,65,730.45,87.49
A,4,64,65,719.41,87.72
A,5,64,65,729.57,88.11
B,5,65,65,711.95,87.83
B,6,64,65,715.96,87.91
A,6,65,65,723.25,88.42
A,7,65,65,710.24,88.13
B,7,65,66,696.10,87.73
