build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,load_mode,lazy_mode,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"972d231","190","AMD BC-250","AMD BC-250 (RADV GFX1013)","Vulkan","/home/server/q36/gguf/Swift-Qwen3.8-27B-IQ3_XXS.gguf","qwen35 27B IQ3_XXS - 3.0625 bpw","12521508864","27320697856","2048","512","8","0x0","0","50","f16","f16","99","0","layer","0","0","-1","auto","0.00","none","auto","auto","0","0","0","0","0","1024","0","0","2026-09-17T20:37:50Z","9723808479","407656884","105.433025","4.455462"
"972d231","190","AMD BC-250","AMD BC-250 (RADV GFX1013)","Vulkan","/home/server/q36/gguf/Swift-Qwen3.8-27B-IQ3_XXS.gguf","qwen35 27B IQ3_XXS - 3.0625 bpw","12521508864","27320697856","2048","512","8","0x0","0","50","f16","f16","99","0","layer","0","0","-1","auto","0.00","none","auto","auto","0","0","0","0","0","0","16","0","2026-09-17T20:38:28Z","723402762","21158304","22.130341","0.648738"
