label,rep,start_temp_c,end_temp_c,prefill_tps,decode_tps
A,1,45,60,176.62,23.67
B,1,58,63,172.90,23.27
B,2,63,64,172.66,23.34
A,2,63,64,171.74,21.92
A,3,63,66,172.36,21.36
B,3,65,65,171.44,18.79
B,4,65,65,172.69,18.68
A,4,65,65,170.47,18.60
A,5,66,68,170.26,18.60
B,5,68,66,171.68,18.59
B,6,64,66,171.13,18.58
A,6,66,66,170.87,18.50
A,7,66,66,170.91,18.59
B,7,66,66,171.48,18.48
