label,rep,start_temp_c,end_temp_c,prefill_tps,decode_tps
mavis-trash: moved to trash: '/tmp/tmp.a3CKXH7ymc'
A,1,54,69,79.28,76.82
mavis-trash: moved to trash: '/tmp/tmp.vRCdrG1nvb'
B,1,69,66,116.58,69.65
mavis-trash: moved to trash: '/tmp/tmp.jP2DCHW3st'
B,2,67,68,115.45,69.42
mavis-trash: moved to trash: '/tmp/tmp.qSbWgaQylN'
A,2,68,70,74.98,72.29
mavis-trash: moved to trash: '/tmp/tmp.CAv5SBGctw'
A,3,70,71,73.90,70.97
mavis-trash: moved to trash: '/tmp/tmp.9saBnyClis'
B,3,70,69,116.34,69.45
mavis-trash: moved to trash: '/tmp/tmp.jJhvuAT0IZ'
B,4,69,68,115.69,69.48
mavis-trash: moved to trash: '/tmp/tmp.j4e2Cw55pN'
A,4,69,71,72.48,70.60
mavis-trash: moved to trash: '/tmp/tmp.YwJ5T5TKNx'
A,5,70,70,72.48,68.60
mavis-trash: moved to trash: '/tmp/tmp.TRRpRHAx9h'
B,5,70,69,116.22,69.10
mavis-trash: moved to trash: '/tmp/tmp.MH0BxGzUUd'
B,6,69,69,116.21,69.40
mavis-trash: moved to trash: '/tmp/tmp.w597S97SO2'
A,6,69,70,72.92,69.29
mavis-trash: moved to trash: '/tmp/tmp.VMkaAwza88'
A,7,69,70,72.75,69.71
mavis-trash: moved to trash: '/tmp/tmp.87AJct08KM'
B,7,70,68,116.10,69.49
mavis-trash: moved to trash: '/tmp/tmp.kopwVgIHJ9'
