1789729582.202910295,67000,1720000000,63842000,
1789729582.461401461,63000,1720000000,56553000,
1789729582.725308132,62000,1620000000,56037000,
1789729582.988388013,61000,1620000000,53611000,
1789729583.251551533,60000,1520000000,53308000,
1789729583.515474660,59000,1520000000,50691000,
1789729583.779100876,59000,1420000000,50446000,
1789729584.042819364,58000,1420000000,48560000,
1789729584.306498559,58000,1320000000,48544000,
1789729584.570334126,55000,1220000000,45727000,
1789729584.833855125,57000,1220000000,45557000,
1789729585.097257920,56000,1120000000,43065000,
1789729585.360390643,56000,1120000000,51973000,
1789729585.616968576,55000,1020000000,50845000,
1789729585.873575027,55000,1020000000,49545000,
1789729586.131182753,54000,920000000,51728000,
1789729586.392561300,53000,920000000,43809000,
1789729586.649201186,54000,820000000,44691000,
1789729586.905912650,54000,820000000,49882000,
1789729587.170585605,53000,720000000,47718000,
1789729587.430806701,52000,720000000,41567000,
1789729587.688617490,64000,620000000,160199000,
1789729587.946745955,86000,2000000000,147925000,
1789729588.210060593,89000,1970000000,151981000,
1789729588.471733006,91000,1940000000,135478000,
1789729588.730733389,90000,1920000000,145894000,
1789729588.991843971,89000,1890000000,152148000,
1789729589.253588205,88000,1870000000,133445000,
1789729589.511996795,88000,1840000000,136307000,
1789729589.773492433,86000,1810000000,143200000,
1789729590.033816835,87000,1790000000,118367000,
1789729590.296708496,80000,1760000000,125154000,
1789729590.553772844,78000,1760000000,113532000,
1789729590.810768276,77000,1760000000,104666000,
1789729591.067694403,78000,1760000000,131840000,
1789729591.325366458,78000,1760000000,112904000,
1789729591.582915544,77000,1760000000,107915000,
1789729591.840094593,78000,1760000000,134038000,
1789729592.097669685,78000,1760000000,122254000,
1789729592.354816323,78000,1760000000,128670000,
1789729592.611809548,78000,1760000000,135467000,
1789729592.868860164,77000,1760000000,110051000,
1789729593.126666116,77000,1760000000,109223000,
1789729593.383904487,79000,1760000000,120500000,
1789729593.640911010,78000,1760000000,116780000,
1789729593.897883323,77000,1760000000,117422000,
1789729594.155149217,85000,1750000000,140280000,
1789729594.414489334,86000,1720000000,125031000,
1789729594.674796887,86000,1690000000,121224000,
1789729594.937905819,85000,1670000000,127519000,
1789729595.198962832,85000,1640000000,103449000,
1789729595.461009745,85000,1620000000,120411000,
1789729595.723918029,83000,1590000000,125032000,
1789729595.986314347,82000,1560000000,122913000,
1789729596.246960960,82000,1540000000,116242000,
1789729596.508156650,81000,1510000000,120900000,
1789729596.770597191,81000,1480000000,101836000,
