1789734539.065954747,55000,500000000,33752000
1789734539.375958596,56000,500000000,40081000
1789734539.684615568,56000,500000000,39038000
1789734539.991615029,55000,500000000,45117000
1789734540.300752359,56000,500000000,47760000
1789734540.611472465,56000,500000000,43434000
1789734540.920314612,56000,500000000,46944000
1789734541.227144350,56000,500000000,40349000
1789734541.534156136,56000,500000000,44824000
1789734541.844100598,55000,500000000,41250000
1789734542.208295601,56000,500000000,39225000
1789734542.617345453,56000,500000000,39985000
1789734542.974770467,55000,500000000,38972000
1789734543.297308059,55000,500000000,40832000
1789734543.624974775,56000,500000000,41644000
1789734543.974841733,55000,500000000,39783000
1789734544.288763183,90000,2000000000,153422000
1789734544.595292319,96000,1970000000,173026000
1789734544.901670368,95000,1940000000,143014000
1789734545.208241882,95000,1910000000,159483000
1789734545.515576304,94000,1880000000,137144000
1789734545.822226243,94000,1850000000,128491000
1789734546.129731609,94000,1820000000,126541000
1789734546.437424693,92000,1790000000,156840000
1789734546.744546188,91000,1760000000,126359000
1789734547.051380132,90000,1720000000,131495000
1789734547.359360365,90000,1690000000,147309000
1789734547.666960255,90000,1660000000,142548000
1789734547.973771027,88000,1630000000,136542000
1789734548.280597287,88000,1600000000,130128000
1789734548.587662604,87000,1570000000,101293000
1789734548.894523852,86000,1540000000,113733000
1789734549.201025805,85000,1510000000,112093000
1789734549.508378150,80000,1480000000,98136000
1789734549.814796479,80000,1470000000,112334000
1789734550.120939310,79000,1470000000,99325000
1789734550.427590214,83000,1470000000,109247000
1789734550.734430540,85000,1450000000,115174000
1789734551.041005619,85000,1420000000,115880000
1789734551.350231649,84000,1390000000,96929000
1789734551.658035011,83000,1350000000,96105000
1789734551.966313400,82000,1320000000,113470000
1789734552.273900505,81000,1290000000,106698000
1789734552.581393339,81000,1260000000,100880000
1789734552.889173557,81000,1260000000,103751000
1789734553.195986754,80000,1230000000,86418000
1789734553.503056297,79000,1230000000,106851000
1789734553.811026962,79000,1230000000,95777000
1789734554.118342672,78000,1230000000,103805000
1789734554.425571030,80000,1230000000,92422000
1789734554.733056586,78000,1230000000,89364000
1789734555.040439930,80000,1230000000,90683000
1789734555.347082088,80000,1230000000,104773000
1789734555.652938802,80000,1230000000,100144000
1789734555.960397840,80000,1230000000,97911000
1789734556.267428812,79000,1230000000,105433000
1789734556.574606244,79000,1230000000,104136000
1789734556.880824017,80000,1230000000,96244000
1789734557.189162439,79000,1230000000,101034000
1789734557.499533653,78000,1230000000,90704000
1789734557.806594284,79000,1230000000,88276000
1789734558.113383867,78000,1230000000,92159000
1789734558.420800558,78000,1230000000,92670000
1789734558.727308965,76000,1230000000,101856000
1789734559.033905084,81000,1230000000,148659000
1789734559.340932993,87000,1980000000,125417000
1789734559.647548802,94000,1950000000,153451000
1789734559.954177966,98000,1920000000,170517000
1789734560.261482011,98000,1880000000,152445000
1789734560.567880903,98000,1850000000,157494000
1789734560.875195543,97000,1820000000,108718000
1789734561.182369474,96000,1790000000,131309000
1789734561.489037250,96000,1760000000,121336000
1789734561.795974590,96000,1730000000,117040000
1789734562.103627991,95000,1700000000,129417000
1789734562.411008775,94000,1670000000,141313000
1789734562.718139536,93000,1640000000,120639000
1789734563.024837571,93000,1610000000,135569000
1789734563.332181470,92000,1580000000,131322000
1789734563.640874471,91000,1550000000,122218000
1789734563.952438188,89000,1520000000,126928000
1789734564.260263171,90000,1480000000,85521000
1789734564.567292494,87000,1450000000,119472000
1789734564.875738053,85000,1420000000,123244000
1789734565.183402235,85000,1390000000,98849000
1789734565.490340285,84000,1360000000,88083000
1789734565.797039171,84000,1330000000,86521000
1789734566.104582575,83000,1300000000,111612000
1789734566.411138876,82000,1270000000,104900000
1789734566.718943628,80000,1240000000,100804000
1789734567.026569351,79000,1210000000,86969000
1789734567.332990164,77000,1200000000,88799000
1789734567.640802917,77000,1200000000,103226000
1789734567.948732628,77000,1200000000,96382000
1789734568.255386727,77000,1200000000,101702000
1789734568.563064396,80000,1190000000,94270000
1789734568.871361924,81000,1170000000,84681000
1789734569.179663743,79000,1150000000,95815000
1789734569.487206126,80000,1140000000,90686000
1789734569.794618468,79000,1140000000,72639000
1789734570.101816207,81000,1140000000,84478000
1789734570.408864334,80000,1140000000,101353000
1789734570.716237923,79000,1140000000,83533000
1789734571.022514169,80000,1140000000,97275000
1789734571.329662555,79000,1140000000,93312000
1789734571.636759778,80000,1140000000,97955000
1789734571.943583266,80000,1140000000,94616000
1789734572.250874551,80000,1140000000,93135000
1789734572.558203657,79000,1140000000,103397000
1789734572.865551013,78000,1140000000,93927000
1789734573.172157058,79000,1140000000,74407000
1789734573.478721229,80000,1140000000,91373000
1789734573.784990521,80000,1140000000,93635000
1789734574.092273712,81000,1140000000,79634000
1789734574.400224068,80000,1140000000,78666000
1789734574.707102760,79000,1140000000,82753000
1789734575.014240110,80000,1140000000,93397000
1789734575.321107369,80000,1140000000,82224000
1789734575.627828865,79000,1140000000,97855000
1789734575.934349977,79000,1140000000,66744000
1789734576.241274536,80000,1140000000,97872000
1789734576.547785059,79000,1140000000,93842000
1789734576.854991106,79000,1140000000,92571000
1789734577.162280558,80000,1140000000,92294000
1789734577.471484283,80000,1140000000,71083000
1789734577.778678881,78000,1140000000,94739000
1789734578.085857163,78000,1140000000,64533000
1789734578.392282637,78000,1140000000,93724000
1789734578.699250498,79000,1140000000,90746000
1789734579.007013698,78000,1140000000,76547000
1789734579.314208421,77000,1140000000,91572000
1789734579.621741722,76000,1140000000,101296000
1789734579.928730949,75000,1140000000,90768000
1789734580.235036918,74000,1140000000,91915000
1789734580.543503788,76000,1140000000,82745000
1789734580.850330295,100000,1990000000,158472000
1789734581.157237508,103000,1960000000,142469000
1789734581.463826097,102000,1930000000,164070000
1789734581.771182277,102000,1890000000,118148000
1789734582.078957256,100000,1860000000,172664000
1789734582.386509051,100000,1830000000,111496000
1789734582.693206167,98000,1800000000,159405000
1789734583.000037018,99000,1770000000,137617000
1789734583.307176828,98000,1740000000,142923000
1789734583.614398946,97000,1710000000,143577000
1789734583.921480539,97000,1680000000,123745000
1789734584.228936667,96000,1650000000,129005000
1789734584.536172766,95000,1620000000,137906000
1789734584.843935317,93000,1590000000,132598000
1789734585.150726538,93000,1560000000,141275000
1789734585.458726901,93000,1530000000,131206000
1789734585.765435884,92000,1500000000,98760000
1789734586.072936958,92000,1470000000,88841000
1789734586.379907941,90000,1430000000,84977000
1789734586.687673757,89000,1400000000,93535000
1789734586.994545579,88000,1370000000,123790000
1789734587.301878495,87000,1340000000,116789000
1789734587.607539814,86000,1310000000,89941000
1789734587.916032124,85000,1280000000,93999000
1789734588.223902584,84000,1250000000,74538000
1789734588.532607309,83000,1220000000,88536000
1789734588.840572607,82000,1190000000,66632000
1789734589.147893090,80000,1170000000,85035000
1789734589.455275654,81000,1160000000,84192000
1789734589.762754303,81000,1140000000,62801000
1789734590.070013601,77000,1120000000,98182000
1789734590.375921034,76000,1120000000,75420000
1789734590.681676914,77000,1120000000,96472000
1789734590.988189626,77000,1120000000,81759000
1789734591.294577428,80000,1120000000,91813000
1789734591.602221389,81000,1110000000,90919000
1789734591.909597260,80000,1100000000,88531000
1789734592.217775101,80000,1090000000,90125000
1789734592.525572323,80000,1080000000,85951000
1789734592.833590742,80000,1080000000,86272000
1789734593.141412275,80000,1080000000,87052000
1789734593.450703119,79000,1070000000,72797000
1789734593.761872390,80000,1070000000,82413000
1789734594.069779742,80000,1070000000,75469000
1789734594.377172507,80000,1070000000,71112000
1789734594.685896967,79000,1070000000,77202000
1789734594.992855172,80000,1070000000,87802000
1789734595.299917130,80000,1070000000,84932000
1789734595.607507409,78000,1070000000,82199000
1789734595.915567574,78000,1070000000,71777000
1789734596.223785461,80000,1070000000,85359000
1789734596.532542590,79000,1070000000,80778000
1789734596.840381826,80000,1070000000,79696000
1789734597.147878108,79000,1070000000,88926000
1789734597.456226126,79000,1070000000,81047000
1789734597.764447295,79000,1070000000,86857000
1789734598.071725326,78000,1070000000,88907000
1789734598.379203838,79000,1070000000,63397000
1789734598.691015038,78000,1070000000,75014000
1789734598.998686789,80000,1070000000,73809000
1789734599.307175223,78000,1070000000,64210000
1789734599.615537828,79000,1070000000,81656000
1789734599.922442840,79000,1070000000,79995000
1789734600.231501229,79000,1070000000,85603000
1789734600.542662017,77000,1070000000,90544000
1789734600.850552396,79000,1070000000,88603000
1789734601.158597423,79000,1070000000,85423000
1789734601.469364767,80000,1070000000,88446000
1789734601.776610599,78000,1070000000,83870000
1789734602.085549142,77000,1070000000,79510000
1789734602.396286968,78000,1070000000,78875000
1789734602.703929874,78000,1070000000,80518000
1789734603.011710617,79000,1070000000,80234000
1789734603.319949481,79000,1070000000,87382000
1789734603.627096140,79000,1070000000,87090000
1789734603.934960503,78000,1070000000,76795000
1789734604.242110386,78000,1070000000,63721000
1789734604.549450105,78000,1070000000,71593000
1789734604.857096814,78000,1070000000,75591000
1789734605.164793363,77000,1070000000,75225000
1789734605.472225237,76000,1070000000,82939000
1789734605.780845466,88000,2000000000,134824000
1789734606.089278995,91000,1960000000,132601000
1789734606.397057644,101000,1930000000,169843000
1789734606.704600424,102000,1900000000,158369000
1789734607.012182777,103000,1870000000,157467000
1789734607.319564745,102000,1840000000,147717000
1789734607.627236167,101000,1810000000,151318000
1789734607.935520684,100000,1780000000,136956000
1789734608.243055102,100000,1750000000,132105000
1789734608.551452711,99000,1720000000,131334000
1789734608.861111107,98000,1690000000,138156000
1789734609.168258396,98000,1660000000,118024000
1789734609.475209968,97000,1630000000,119591000
1789734609.781694264,96000,1600000000,139277000
1789734610.089249058,95000,1560000000,134854000
1789734610.396901071,95000,1530000000,112847000
1789734610.704508111,93000,1500000000,113107000
1789734611.012088181,93000,1470000000,104627000
1789734611.319307355,92000,1440000000,121187000
1789734611.626792409,91000,1410000000,123261000
1789734611.935311136,90000,1380000000,114920000
1789734612.243161303,86000,1350000000,113802000
1789734612.551489065,89000,1320000000,95919000
1789734612.860329993,87000,1290000000,109294000
1789734613.168244464,86000,1260000000,81542000
1789734613.475985083,85000,1230000000,106320000
1789734613.782779462,85000,1200000000,101044000
1789734614.089458245,84000,1170000000,89196000
1789734614.396816730,83000,1130000000,66917000
1789734614.704359428,80000,1100000000,85881000
1789734615.011662971,81000,1080000000,74661000
1789734615.318775614,79000,1060000000,87197000
1789734615.626335269,81000,1050000000,84908000
1789734615.933845149,79000,1040000000,86721000
1789734616.241165612,77000,1040000000,72996000
1789734616.549783475,78000,1040000000,69162000
1789734616.856739067,78000,1040000000,81146000
1789734617.165116420,79000,1040000000,65258000
1789734617.475901393,78000,1040000000,86455000
1789734617.783939735,78000,1040000000,78579000
1789734618.091773279,77000,1040000000,88484000
1789734618.399106747,77000,1040000000,75355000
1789734618.705510024,76000,1040000000,84064000
1789734619.013530359,75000,1040000000,85181000
1789734619.321579980,76000,1040000000,88280000
1789734619.628161341,76000,1040000000,82333000
1789734619.934365875,79000,1040000000,65275000
1789734620.241168779,78000,1040000000,78206000
1789734620.547635646,80000,1040000000,69401000
1789734620.855777238,80000,1040000000,88083000
1789734621.162985984,80000,1040000000,87083000
1789734621.470274929,80000,1040000000,81093000
1789734621.781143110,80000,1040000000,85873000
1789734622.089239228,80000,1040000000,83068000
1789734622.398032545,80000,1040000000,77809000
1789734622.705865628,77000,1040000000,68939000
1789734623.012555551,79000,1040000000,75698000
1789734623.320266007,80000,1040000000,84110000
1789734623.630240234,80000,1040000000,89271000
1789734623.938621196,80000,1040000000,80723000
1789734624.246152954,80000,1040000000,68201000
1789734624.553650793,80000,1040000000,85357000
1789734624.860529611,79000,1040000000,82615000
1789734625.168495033,78000,1040000000,74516000
1789734625.478294212,79000,1040000000,75147000
1789734625.786386883,79000,1040000000,70018000
1789734626.093652951,80000,1040000000,74735000
1789734626.400938979,79000,1040000000,72109000
1789734626.708370773,78000,1040000000,73729000
1789734627.016652881,78000,1040000000,66941000
1789734627.327363949,79000,1040000000,72146000
1789734627.633771084,80000,1040000000,86155000
1789734627.940540114,80000,1040000000,68224000
1789734628.248776578,79000,1040000000,81109000
1789734628.555635578,78000,1040000000,72689000
1789734628.862917672,79000,1040000000,84850000
1789734629.171026444,79000,1040000000,83919000
1789734629.478240779,79000,1040000000,90878000
1789734629.786283277,79000,1040000000,85909000
1789734630.093663136,79000,1040000000,69558000
1789734630.401162166,79000,1040000000,84961000
1789734630.707747344,79000,1040000000,85527000
1789734631.018394753,79000,1040000000,82796000
1789734631.325584644,78000,1040000000,65914000
1789734631.632445127,79000,1040000000,88134000
1789734631.939136823,79000,1040000000,80529000
1789734632.246206218,79000,1040000000,70988000
1789734632.552671445,79000,1040000000,79869000
1789734632.860196935,79000,1040000000,86624000
1789734633.168257558,79000,1040000000,76996000
1789734633.474891197,79000,1040000000,84679000
1789734633.781954258,80000,1040000000,73981000
1789734634.089853903,78000,1040000000,83388000
1789734634.399044649,79000,1040000000,74734000
1789734634.706573026,78000,1040000000,63530000
1789734635.013670013,78000,1040000000,88282000
1789734635.320487699,79000,1040000000,74707000
1789734635.627342981,76000,1040000000,69892000
1789734635.935558486,78000,1040000000,87244000
1789734636.243213599,76000,1040000000,72047000
1789734636.551205822,76000,1040000000,83237000
1789734636.858576874,76000,1040000000,72687000
1789734637.166392489,90000,1990000000,146042000
1789734637.472862051,92000,1960000000,139389000
1789734637.782501022,101000,1930000000,147102000
1789734638.089312406,104000,1900000000,146814000
1789734638.396212393,104000,1870000000,162777000
1789734638.702563214,102000,1840000000,159712000
1789734639.009214526,102000,1800000000,150650000
1789734639.315806310,100000,1770000000,153274000
1789734639.623414050,101000,1740000000,128429000
1789734639.932452756,100000,1710000000,149686000
1789734640.239314102,99000,1680000000,120827000
1789734640.546812305,99000,1650000000,114286000
1789734640.854962303,97000,1620000000,121168000
1789734641.166933906,96000,1590000000,116616000
1789734641.474724232,96000,1560000000,98013000
1789734641.783505502,95000,1530000000,128724000
1789734642.091687365,95000,1500000000,126591000
1789734642.399565168,91000,1470000000,124559000
1789734642.707181307,92000,1440000000,96655000
1789734643.014842311,92000,1400000000,110942000
1789734643.321894357,91000,1370000000,116328000
1789734643.628484573,89000,1340000000,101205000
1789734643.936000510,87000,1310000000,85201000
1789734644.244323794,87000,1280000000,87349000
1789734644.551569730,87000,1250000000,103879000
1789734644.859340530,86000,1220000000,98558000
1789734645.167114901,86000,1190000000,91617000
1789734645.478692852,85000,1160000000,99390000
1789734645.785966570,84000,1130000000,88258000
1789734646.092361735,83000,1100000000,91666000
1789734646.399941451,82000,1070000000,91349000
1789734646.707468974,81000,1040000000,84034000
1789734647.018460469,81000,1030000000,87966000
1789734647.324610233,80000,1010000000,59289000
1789734647.631572800,79000,1000000000,64173000
1789734647.940027241,78000,1000000000,60131000
1789734648.247230812,77000,1000000000,86502000
1789734648.555301992,78000,1000000000,80791000
1789734648.862600047,79000,1000000000,80463000
1789734649.170141822,79000,1000000000,82177000
1789734649.477732937,79000,1000000000,81386000
1789734649.785372834,78000,1000000000,75840000
1789734650.092443310,77000,1000000000,92082000
1789734650.400205648,77000,1000000000,74783000
1789734650.708609503,78000,1000000000,70398000
1789734651.015564520,78000,1000000000,80664000
1789734651.323311517,77000,1000000000,77031000
1789734651.631541228,78000,1000000000,70501000
1789734651.938218706,76000,1000000000,69844000
1789734652.245682065,77000,1000000000,80676000
1789734652.552398060,75000,1000000000,79241000
1789734652.859518355,91000,1990000000,133468000
1789734653.167706779,92000,1960000000,118088000
1789734653.474474531,102000,1930000000,131840000
1789734653.781851923,103000,1900000000,151483000
1789734654.090288130,103000,1870000000,162865000
1789734654.397908371,103000,1840000000,155056000
1789734654.705122459,102000,1810000000,99172000
1789734655.012149640,101000,1780000000,152186000
1789734655.318844575,101000,1750000000,153904000
1789734655.624764290,101000,1710000000,150045000
1789734655.932082631,100000,1680000000,96958000
1789734656.243626947,99000,1650000000,136078000
1789734656.550151823,98000,1620000000,85595000
1789734656.857325006,98000,1590000000,128832000
1789734657.165176692,97000,1560000000,124157000
1789734657.475540476,95000,1530000000,129432000
1789734657.782633112,95000,1500000000,129720000
