label,start,end,sclk_med_mhz,result
2048-r1,55,66,1270,2048,2048,159.63,128,31.68,8204
2560-r1,56,68,1240,2560,2560,151.13,128,29.30,10252
2560-r2,55,67,1210,2560,2560,152.54,128,26.83,10252
2048-r2,56,66,1240,2048,2048,158.40,128,26.84,8204
2048-r3,55,67,1270,2048,2048,160.00,128,30.35,8204
2560-r3,55,66,1260,2560,2560,151.84,128,31.13,10252
