timestamp,label,start_temp_c,end_temp_c,wall_s,result
2026-09-18T08:14:20-03:00,d1-A-1,47,69,11,"512;512;196.56;128;35.04;2060"
2026-09-18T08:14:34-03:00,d1-B-1,55,68,11,"512;512;202.57;128;34.00;2060"
2026-09-18T08:14:49-03:00,d1-B-2,55,68,12,"512;512;200.32;128;33.67;2060"
2026-09-18T08:15:05-03:00,d1-A-2,55,70,11,"512;512;202.10;128;33.57;2060"
2026-09-18T08:15:25-03:00,d1-A-3,55,69,12,"512;512;202.34;128;33.27;2060"
2026-09-18T08:15:45-03:00,d1-B-3,55,69,12,"512;512;198.41;128;33.23;2060"
