label,start,end,sclk_med_mhz,result
1024-r1,55,65,1360,1024,1024,189.29,128,30.66,4108
3072-r1,54,66,1260,3072,3072,146.52,128,27.81,12300
3072-r2,56,66,1190,3072,3072,145.90,128,25.96,12300
1024-r2,55,66,1390,1024,1024,192.61,128,30.62,4108
1024-r3,55,66,1430,1024,1024,190.66,128,30.75,4108
3072-r3,55,67,1190,3072,3072,146.44,128,25.92,12300
