timestamp,label,start_temp_c,end_temp_c,wall_s,result
2026-09-18T08:33:06-03:00,f1-A-1,50,65,12,"512;512;203.49;128;33.83;2060"
2026-09-18T08:33:21-03:00,f1-B-1,54,67,12,"512;512;201.22;128;33.96;2060"
2026-09-18T08:33:36-03:00,f1-B-2,55,67,12,"512;512;198.29;128;33.85;2060"
2026-09-18T08:33:54-03:00,f1-A-2,55,68,12,"512;512;203.37;128;33.24;2060"
2026-09-18T08:34:14-03:00,f1-A-3,55,68,12,"512;512;198.38;128;33.11;2060"
2026-09-18T08:34:32-03:00,f1-B-3,55,68,12,"512;512;203.49;128;33.15;2060"
