off-r1,512,512,201.76,128,32.53,2060
coarse-r1,512,512,207.75,128,32.52,2060
fine-r1,512,512,202.67,128,30.68,2060
off-r2,512,512,210.01,128,32.49,2060
coarse-r2,512,512,209.93,128,32.15,2060
fine-r2,512,512,200.69,128,30.36,2060
