rep,arm,start_temp,end_temp,result
A1,53,65,512,512,197.53,128,33.14,2060,
B1,55,66,512,512,198.91,128,32.91,2060,
B2,55,66,512,512,200.52,128,32.61,2060,
A2,56,66,512,512,188.69,128,32.41,2060,
A3,56,66,512,512,202.29,128,32.48,2060,
B3,56,65,512,512,201.04,128,32.43,2060,
B4,56,66,512,512,199.58,128,32.33,2060,
A4,55,66,512,512,198.57,128,32.61,2060,
A5,55,66,512,512,196.92,128,32.53,2060,
B5,55,66,512,512,199.92,128,32.48,2060,
