1789729568.283945692,67000,1750000000,65539000,
1789729568.542310968,61000,1750000000,59298000,
1789729568.805837810,59000,1650000000,56035000,
1789729569.068804801,58000,1650000000,56090000,
1789729569.332635552,57000,1550000000,53794000,
1789729569.596237066,57000,1550000000,53993000,
1789729569.859543574,56000,1450000000,51358000,
1789729570.122686266,55000,1450000000,51223000,
1789729570.385154443,55000,1350000000,51181000,
1789729570.642630724,55000,1350000000,59483000,
1789729570.903450284,55000,1250000000,55584000,
1789729571.162499517,54000,1250000000,55654000,
1789729571.423493534,54000,1150000000,49346000,
1789729571.680969402,54000,1150000000,51968000,
1789729571.941248597,52000,1050000000,52284000,
1789729572.205339233,52000,1050000000,48119000,
1789729572.501673532,52000,950000000,45097000,
1789729572.790395086,52000,850000000,44481000,
1789729573.048879657,51000,850000000,49283000,
1789729573.310084027,55000,750000000,62858000,
1789729573.568898318,83000,2000000000,157920000,
1789729573.827181285,87000,1980000000,157337000,
1789729574.090125481,87000,1950000000,155258000,
1789729574.349080797,88000,1930000000,142334000,
1789729574.609288900,88000,1900000000,152426000,
1789729574.871784966,87000,1870000000,130737000,
1789729575.130449864,86000,1850000000,138927000,
1789729575.393637081,84000,1820000000,128867000,
1789729575.655850815,84000,1800000000,142575000,
1789729575.917520839,78000,1770000000,107822000,
1789729576.174634286,76000,1770000000,138205000,
1789729576.431954475,75000,1770000000,104631000,
1789729576.688835331,78000,2000000000,136610000,
1789729576.945849085,80000,2000000000,137882000,
1789729577.203031272,80000,2000000000,124181000,
1789729577.460535886,80000,2000000000,137213000,
1789729577.717583492,80000,2000000000,120438000,
1789729577.974249932,79000,1990000000,127946000,
1789729578.231777675,81000,1990000000,146567000,
1789729578.489149151,80000,1990000000,131000000,
1789729578.746074361,80000,1990000000,123932000,
1789729579.003199544,80000,1990000000,129683000,
1789729579.260148468,79000,1980000000,113924000,
1789729579.517196256,83000,1970000000,145545000,
1789729579.775607404,91000,1950000000,155206000,
1789729580.035154800,91000,1930000000,141929000,
1789729580.297421755,89000,1900000000,146450000,
1789729580.558848223,89000,1880000000,138074000,
1789729580.818780854,88000,1850000000,113511000,
1789729581.076972669,88000,1820000000,124760000,
1789729581.337615471,87000,1800000000,124626000,
1789729581.600692779,86000,1770000000,140092000,
1789729581.860543272,86000,1750000000,100389000,
1789729582.119151891,70000,1720000000,64515000,
