timestamp,label,start_temp_c,end_temp_c,wall_s,result
2026-09-18T08:09:02-03:00,p1-A-1,50,66,11,"512;512;197.38;128;33.80;2060"
2026-09-18T08:09:17-03:00,p1-B-1,55,68,12,"512;512;188.09;128;33.62;2060"
2026-09-18T08:09:34-03:00,p1-B-2,55,69,12,"512;512;190.36;128;33.48;2060"
2026-09-18T08:09:52-03:00,p1-A-2,54,69,11,"512;512;198.82;128;33.20;2060"
2026-09-18T08:10:14-03:00,p1-A-3,55,69,11,"512;512;196.33;128;33.20;2060"
2026-09-18T08:10:33-03:00,p1-B-3,55,69,13,"512;512;190.74;128;32.89;2060"
